image_name,contains_tiny,contains_small,contains_regular,tiny_instances,small_instances,regular_instances,target_instances
0000337_01000_d_0000038.jpg,1,1,1,27,7,28,62
0000337_01500_d_0000039.jpg,1,1,1,18,9,25,52
0000337_02000_d_0000040.jpg,1,1,1,16,8,15,39
0000337_02500_d_0000041.jpg,1,0,1,14,0,19,33
0000337_03000_d_0000042.jpg,1,1,1,16,1,16,33
0000337_03500_d_0000043.jpg,1,1,1,6,2,12,20
0000337_04000_d_0000044.jpg,1,1,1,2,2,11,15
0000337_04362_d_0000045.jpg,1,1,1,3,2,10,15
0000347_00000_d_0000046.jpg,1,1,1,51,16,6,73
0000347_00100_d_0000047.jpg,1,1,1,43,20,5,68
0000347_00511_d_0000048.jpg,1,1,1,35,18,4,57
0000347_00800_d_0000049.jpg,1,1,1,42,24,5,71
0000347_01250_d_0000050.jpg,1,1,1,37,13,6,56
0000347_01728_d_0000051.jpg,1,1,1,33,12,4,49
0000347_02000_d_0000052.jpg,1,1,1,54,17,6,77
0000353_00000_d_0000188.jpg,1,1,1,30,17,3,50
0000353_00500_d_0000189.jpg,1,1,1,43,12,4,59
0000353_01000_d_0000190.jpg,1,1,1,48,14,3,65
0000353_01500_d_0000191.jpg,1,1,1,34,7,5,46
0000353_02000_d_0000192.jpg,1,1,1,30,14,4,48
0000353_02500_d_0000193.jpg,1,1,1,13,13,6,32
0000353_03500_d_0000195.jpg,1,1,1,37,7,1,45
0000353_04500_d_0000197.jpg,1,1,1,67,18,5,90
0000353_05000_d_0000198.jpg,1,1,1,27,9,4,40
0000353_05500_d_0000199.jpg,1,1,1,29,6,1,36
0000353_06000_d_0000200.jpg,1,1,1,30,3,3,36
0000355_00000_d_0000206.jpg,1,1,1,44,15,5,64
0000355_01000_d_0000208.jpg,1,1,1,15,12,2,29
0000355_02500_d_0000211.jpg,1,1,0,18,2,0,20
0000365_00000_d_0000223.jpg,1,1,1,47,5,2,54
0000365_00500_d_0000224.jpg,1,1,0,54,1,0,55
0000365_01000_d_0000225.jpg,1,1,1,40,5,1,46
0000365_01500_d_0000226.jpg,1,1,1,43,1,1,45
0000369_00500_d_0000242.jpg,0,1,1,0,1,2,3
0000369_02000_d_0000245.jpg,0,1,1,0,1,3,4
0000370_00000_d_0000250.jpg,1,0,1,5,0,4,9
0000370_02000_d_0000254.jpg,0,1,0,0,1,0,1
0000370_03000_d_0000256.jpg,1,1,1,1,1,2,4
9999938_00000_d_0000001.jpg,1,1,1,20,1,6,27
9999938_00000_d_0000002.jpg,1,1,1,26,3,6,35
9999938_00000_d_0000003.jpg,1,1,0,17,1,0,18
9999938_00000_d_0000004.jpg,1,1,1,7,9,3,19
9999938_00000_d_0000005.jpg,1,1,1,9,4,5,18
9999938_00000_d_0000006.jpg,1,1,1,9,2,3,14
9999938_00000_d_0000007.jpg,1,1,1,20,11,3,34
9999938_00000_d_0000008.jpg,1,1,1,9,7,3,19
9999938_00000_d_0000009.jpg,1,1,0,18,15,0,33
9999938_00000_d_0000010.jpg,1,1,0,22,6,0,28
9999938_00000_d_0000011.jpg,1,1,0,33,6,0,39
9999938_00000_d_0000012.jpg,1,1,1,29,13,1,43
9999938_00000_d_0000013.jpg,1,1,0,4,16,0,20
9999938_00000_d_0000014.jpg,1,1,0,10,16,0,26
9999938_00000_d_0000015.jpg,1,1,1,1,22,6,29
9999938_00000_d_0000016.jpg,1,1,1,4,17,9,30
9999938_00000_d_0000017.jpg,0,1,1,0,10,6,16
9999938_00000_d_0000018.jpg,1,1,1,35,16,1,52
9999938_00000_d_0000019.jpg,1,1,0,53,13,0,66
9999938_00000_d_0000020.jpg,1,1,0,35,21,0,56
9999938_00000_d_0000021.jpg,1,1,0,5,8,0,13
9999938_00000_d_0000022.jpg,1,1,0,24,3,0,27
9999938_00000_d_0000023.jpg,1,1,0,30,2,0,32
9999938_00000_d_0000024.jpg,0,1,1,0,13,5,18
9999938_00000_d_0000025.jpg,0,1,1,0,13,7,20
9999938_00000_d_0000026.jpg,1,1,1,5,12,7,24
9999938_00000_d_0000027.jpg,1,1,0,12,7,0,19
9999938_00000_d_0000028.jpg,1,1,1,9,8,2,19
9999938_00000_d_0000029.jpg,0,1,1,0,10,10,20
9999938_00000_d_0000030.jpg,1,1,0,16,7,0,23
9999938_00000_d_0000031.jpg,1,1,1,22,10,3,35
9999938_00000_d_0000032.jpg,1,1,1,12,9,2,23
9999938_00000_d_0000033.jpg,1,1,1,8,13,5,26
9999938_00000_d_0000034.jpg,1,1,1,14,8,5,27
9999938_00000_d_0000035.jpg,1,1,1,24,10,6,40
9999938_00000_d_0000036.jpg,1,1,1,14,8,7,29
9999938_00000_d_0000037.jpg,1,1,1,18,7,6,31
9999938_00000_d_0000038.jpg,1,1,1,7,4,8,19
9999938_00000_d_0000039.jpg,1,1,0,20,2,0,22
9999938_00000_d_0000040.jpg,1,1,0,18,3,0,21
9999938_00000_d_0000041.jpg,1,1,1,5,8,2,15
9999938_00000_d_0000042.jpg,1,1,1,15,5,2,22
9999938_00000_d_0000043.jpg,1,1,1,7,10,3,20
9999938_00000_d_0000044.jpg,1,1,1,17,7,1,25
9999938_00000_d_0000045.jpg,1,1,1,18,6,1,25
9999938_00000_d_0000046.jpg,1,1,1,12,8,2,22
9999938_00000_d_0000047.jpg,1,1,0,17,1,0,18
9999938_00000_d_0000048.jpg,1,1,1,10,6,2,18
9999938_00000_d_0000049.jpg,1,1,1,4,8,4,16
9999938_00000_d_0000050.jpg,1,1,1,6,8,1,15
9999938_00000_d_0000051.jpg,1,1,1,3,6,2,11
9999938_00000_d_0000052.jpg,1,1,1,9,16,1,26
9999938_00000_d_0000053.jpg,1,1,1,34,6,1,41
9999938_00000_d_0000054.jpg,1,1,1,3,13,3,19
9999938_00000_d_0000055.jpg,1,1,1,7,17,5,29
9999938_00000_d_0000056.jpg,1,1,1,11,15,5,31
9999938_00000_d_0000057.jpg,1,1,1,26,8,1,35
9999938_00000_d_0000058.jpg,1,1,1,8,16,1,25
9999938_00000_d_0000059.jpg,1,1,1,15,4,7,26
9999938_00000_d_0000060.jpg,1,1,1,14,5,5,24
9999938_00000_d_0000061.jpg,1,1,0,23,4,0,27
9999938_00000_d_0000062.jpg,1,1,0,8,5,0,13
9999938_00000_d_0000063.jpg,1,1,0,18,4,0,22
9999938_00000_d_0000064.jpg,1,1,1,7,4,1,12
9999938_00000_d_0000065.jpg,1,1,0,19,5,0,24
9999938_00000_d_0000066.jpg,1,1,1,10,8,1,19
9999938_00000_d_0000067.jpg,1,1,1,22,8,2,32
9999938_00000_d_0000068.jpg,1,1,1,37,4,2,43
9999938_00000_d_0000069.jpg,1,1,1,32,1,2,35
9999938_00000_d_0000070.jpg,1,1,0,8,5,0,13
9999938_00000_d_0000071.jpg,1,1,1,26,3,6,35
9999938_00000_d_0000072.jpg,1,1,1,29,3,6,38
9999938_00000_d_0000073.jpg,1,1,1,57,5,2,64
9999938_00000_d_0000074.jpg,1,1,1,42,5,3,50
9999938_00000_d_0000075.jpg,1,1,1,111,3,1,115
9999938_00000_d_0000076.jpg,1,0,1,53,0,1,54
9999938_00000_d_0000077.jpg,1,1,0,47,1,0,48
9999938_00000_d_0000078.jpg,1,1,1,24,1,1,26
9999938_00000_d_0000079.jpg,1,1,1,42,3,1,46
9999938_00000_d_0000080.jpg,1,1,1,103,8,2,113
9999938_00000_d_0000081.jpg,1,1,1,45,4,1,50
9999938_00000_d_0000082.jpg,1,1,1,55,3,4,62
9999938_00000_d_0000083.jpg,1,0,1,27,0,6,33
9999938_00000_d_0000084.jpg,1,1,1,18,1,7,26
9999938_00000_d_0000085.jpg,1,1,1,38,1,3,42
9999938_00000_d_0000086.jpg,1,1,1,76,4,3,83
9999938_00000_d_0000087.jpg,1,1,1,76,5,2,83
9999938_00000_d_0000088.jpg,1,1,1,58,8,1,67
9999938_00000_d_0000089.jpg,1,1,1,53,1,1,55
9999938_00000_d_0000090.jpg,1,1,1,30,1,2,33
9999938_00000_d_0000091.jpg,1,1,1,10,4,1,15
9999938_00000_d_0000092.jpg,1,1,0,11,5,0,16
9999938_00000_d_0000093.jpg,1,1,1,18,6,3,27
9999938_00000_d_0000094.jpg,1,1,1,43,7,1,51
9999938_00000_d_0000095.jpg,1,1,1,27,4,2,33
9999938_00000_d_0000096.jpg,1,1,0,36,7,0,43
9999938_00000_d_0000097.jpg,1,1,1,28,8,2,38
9999938_00000_d_0000098.jpg,1,1,1,69,3,1,73
9999938_00000_d_0000099.jpg,1,1,1,90,2,1,93
9999938_00000_d_0000100.jpg,1,1,1,65,7,3,75
9999938_00000_d_0000101.jpg,1,1,1,77,8,2,87
9999938_00000_d_0000102.jpg,1,1,1,11,1,3,15
9999938_00000_d_0000103.jpg,1,1,1,19,2,3,24
9999938_00000_d_0000104.jpg,1,1,1,109,3,4,116
9999938_00000_d_0000105.jpg,1,1,1,119,3,4,126
9999938_00000_d_0000106.jpg,1,1,1,143,3,4,150
9999938_00000_d_0000107.jpg,1,1,0,147,2,0,149
9999938_00000_d_0000108.jpg,1,0,1,43,0,2,45
9999938_00000_d_0000109.jpg,1,1,1,56,2,1,59
9999938_00000_d_0000110.jpg,1,0,1,30,0,4,34
9999938_00000_d_0000111.jpg,1,1,1,44,2,4,50
9999938_00000_d_0000112.jpg,1,1,1,40,2,7,49
9999938_00000_d_0000113.jpg,1,1,1,12,8,4,24
9999938_00000_d_0000114.jpg,1,1,1,7,2,5,14
9999938_00000_d_0000115.jpg,1,1,1,47,1,4,52
9999938_00000_d_0000116.jpg,1,0,0,22,0,0,22
9999938_00000_d_0000117.jpg,1,0,1,27,0,1,28
9999938_00000_d_0000118.jpg,1,1,1,29,1,1,31
9999938_00000_d_0000119.jpg,1,1,1,85,5,2,92
9999938_00000_d_0000120.jpg,1,1,1,116,5,2,123
9999938_00000_d_0000121.jpg,1,0,0,176,0,0,176
9999938_00000_d_0000122.jpg,1,0,1,89,0,3,92
9999938_00000_d_0000123.jpg,1,1,1,82,3,2,87
9999938_00000_d_0000124.jpg,1,1,1,30,1,3,34
9999938_00000_d_0000125.jpg,1,1,1,123,3,2,128
9999938_00000_d_0000126.jpg,1,1,1,137,2,1,140
9999938_00000_d_0000127.jpg,1,0,1,226,0,1,227
9999938_00000_d_0000128.jpg,1,0,0,187,0,0,187
9999938_00000_d_0000129.jpg,1,1,1,102,3,1,106
9999938_00000_d_0000130.jpg,1,1,1,68,11,3,82
9999938_00000_d_0000131.jpg,1,1,1,70,8,2,80
9999938_00000_d_0000132.jpg,1,1,1,96,4,3,103
9999938_00000_d_0000133.jpg,1,1,1,74,2,4,80
9999938_00000_d_0000134.jpg,1,1,1,67,8,2,77
9999938_00000_d_0000135.jpg,1,1,1,36,10,1,47
9999938_00000_d_0000136.jpg,1,1,1,33,2,3,38
9999938_00000_d_0000137.jpg,1,1,1,39,3,3,45
9999938_00000_d_0000138.jpg,1,1,1,36,7,2,45
9999938_00000_d_0000139.jpg,1,1,1,7,1,5,13
9999938_00000_d_0000140.jpg,1,1,1,15,2,6,23
9999938_00000_d_0000141.jpg,1,1,1,21,4,3,28
9999938_00000_d_0000142.jpg,1,1,1,19,7,7,33
9999938_00000_d_0000143.jpg,1,1,1,15,7,3,25
9999938_00000_d_0000144.jpg,1,1,1,27,11,7,45
9999938_00000_d_0000145.jpg,1,1,1,29,13,5,47
9999938_00000_d_0000146.jpg,1,1,1,19,6,3,28
9999938_00000_d_0000147.jpg,1,1,1,24,5,2,31
9999938_00000_d_0000148.jpg,1,1,0,18,1,0,19
9999938_00000_d_0000149.jpg,1,1,1,15,4,3,22
9999938_00000_d_0000150.jpg,1,0,1,7,0,5,12
9999938_00000_d_0000151.jpg,1,1,1,15,3,1,19
9999938_00000_d_0000152.jpg,1,1,1,22,6,4,32
9999938_00000_d_0000153.jpg,1,1,1,13,4,5,22
9999938_00000_d_0000154.jpg,1,1,1,7,5,7,19
9999938_00000_d_0000155.jpg,1,1,1,25,10,2,37
9999938_00000_d_0000156.jpg,1,1,1,12,5,5,22
9999938_00000_d_0000157.jpg,1,1,1,6,2,8,16
9999938_00000_d_0000158.jpg,1,0,1,4,0,5,9
9999938_00000_d_0000159.jpg,1,1,1,6,5,11,22
9999938_00000_d_0000160.jpg,1,1,1,46,10,3,59
9999938_00000_d_0000161.jpg,1,1,1,25,3,2,30
9999938_00000_d_0000162.jpg,1,1,1,55,7,5,67
9999938_00000_d_0000163.jpg,1,1,1,30,9,6,45
9999938_00000_d_0000164.jpg,1,1,1,50,5,2,57
9999938_00000_d_0000165.jpg,1,1,1,1,7,3,11
9999938_00000_d_0000166.jpg,1,1,1,33,7,3,43
9999938_00000_d_0000167.jpg,1,1,1,16,1,4,21
9999938_00000_d_0000168.jpg,1,1,1,19,4,3,26
9999938_00000_d_0000169.jpg,1,1,0,56,7,0,63
9999938_00000_d_0000170.jpg,1,1,0,99,2,0,101
9999938_00000_d_0000171.jpg,1,1,0,107,1,0,108
9999938_00000_d_0000172.jpg,1,1,0,136,3,0,139
9999938_00000_d_0000173.jpg,1,1,1,71,3,1,75
9999938_00000_d_0000174.jpg,1,1,1,54,6,1,61
9999938_00000_d_0000175.jpg,1,1,1,31,8,2,41
9999938_00000_d_0000176.jpg,1,1,1,33,15,3,51
9999938_00000_d_0000177.jpg,1,1,1,75,19,2,96
9999938_00000_d_0000178.jpg,1,1,1,82,11,3,96
9999938_00000_d_0000179.jpg,1,1,1,83,16,2,101
9999938_00000_d_0000180.jpg,1,1,1,142,11,1,154
9999938_00000_d_0000181.jpg,1,1,1,47,20,5,72
9999938_00000_d_0000182.jpg,1,1,1,26,21,1,48
9999938_00000_d_0000183.jpg,1,1,1,24,30,3,57
9999938_00000_d_0000184.jpg,1,1,1,28,16,1,45
9999938_00000_d_0000185.jpg,1,1,0,118,5,0,123
9999938_00000_d_0000186.jpg,1,1,0,32,4,0,36
9999938_00000_d_0000187.jpg,1,1,0,22,8,0,30
9999938_00000_d_0000188.jpg,1,1,0,238,2,0,240
9999938_00000_d_0000189.jpg,1,1,0,295,1,0,296
9999938_00000_d_0000190.jpg,1,1,1,34,11,1,46
9999938_00000_d_0000191.jpg,1,1,0,51,6,0,57
9999938_00000_d_0000192.jpg,1,1,0,67,11,0,78
9999938_00000_d_0000193.jpg,1,1,0,67,9,0,76
9999938_00000_d_0000194.jpg,1,1,1,21,19,1,41
9999938_00000_d_0000195.jpg,1,1,1,16,37,2,55
9999938_00000_d_0000196.jpg,1,1,1,12,14,2,28
