image_name,annotation_line,category,visdrone_category_id,bbox_left,bbox_top,bbox_width,bbox_height,scale_s,scale,truncation,occlusion
0000006_00159_d_0000001.jpg,22,car,4,1217.0,146.0,40.0,21.0,28.982753,tiny,0,0
0000006_00159_d_0000001.jpg,23,person,1,1134.0,159.0,9.0,22.0,14.071247,tiny,0,0
0000006_00159_d_0000001.jpg,24,person,1,1060.0,138.0,15.0,19.0,16.881943,tiny,0,0
0000006_00159_d_0000001.jpg,25,person,1,1038.0,159.0,11.0,17.0,13.674794,tiny,0,0
0000006_00159_d_0000001.jpg,27,truck,6,331.0,149.0,94.0,65.0,78.166489,regular,0,0
0000006_00159_d_0000001.jpg,28,truck,6,296.0,152.0,104.0,65.0,82.219219,regular,0,2
0000006_00159_d_0000001.jpg,29,truck,6,179.0,136.0,107.0,64.0,82.752643,regular,0,0
0000006_00159_d_0000001.jpg,30,truck,6,139.0,138.0,118.0,62.0,85.533619,regular,0,2
0000006_00159_d_0000001.jpg,31,truck,6,79.0,135.0,98.0,52.0,71.386273,regular,0,0
0000006_00159_d_0000001.jpg,32,truck,6,32.0,140.0,92.0,40.0,60.663004,small,0,0
0000006_00159_d_0000001.jpg,33,truck,6,3.0,138.0,44.0,46.0,44.988888,small,0,1
0000006_00159_d_0000001.jpg,34,truck,6,0.0,231.0,91.0,89.0,89.994444,regular,1,0
0000006_00159_d_0000001.jpg,35,car,4,0.0,380.0,55.0,65.0,59.791304,small,1,0
0000006_00159_d_0000001.jpg,36,car,4,29.0,393.0,89.0,59.0,72.463784,regular,0,1
0000006_00159_d_0000001.jpg,37,car,4,99.0,398.0,64.0,38.0,49.315312,small,0,1
0000006_00159_d_0000001.jpg,38,car,4,165.0,392.0,58.0,37.0,46.324939,small,0,1
0000006_00159_d_0000001.jpg,39,car,4,220.0,400.0,51.0,39.0,44.598206,small,0,1
0000006_00159_d_0000001.jpg,40,motorcycle,10,315.0,409.0,42.0,19.0,28.248894,tiny,0,0
0000006_00159_d_0000001.jpg,41,van,5,685.0,121.0,31.0,20.0,24.899799,tiny,0,0
0000006_00159_d_0000001.jpg,42,truck,6,1306.0,153.0,54.0,43.0,48.187135,small,0,0
0000006_00159_d_0000001.jpg,43,truck,6,1273.0,152.0,84.0,39.0,57.236352,small,0,1
0000006_00159_d_0000001.jpg,44,car,4,1036.0,106.0,20.0,14.0,16.733201,tiny,0,0
0000006_00159_d_0000001.jpg,46,person,1,867.0,99.0,6.0,10.0,7.745967,tiny,0,0
0000006_00159_d_0000001.jpg,47,car,4,745.0,130.0,38.0,18.0,26.153394,tiny,0,2
0000006_00159_d_0000001.jpg,48,car,4,853.0,67.0,14.0,12.0,12.961481,tiny,0,0
0000006_00159_d_0000001.jpg,49,car,4,917.0,99.0,13.0,14.0,13.490738,tiny,0,1
0000006_00159_d_0000001.jpg,50,car,4,840.0,50.0,12.0,10.0,10.954451,tiny,0,0
0000006_00159_d_0000001.jpg,51,car,4,857.0,44.0,9.0,12.0,10.392305,tiny,0,0
0000006_00159_d_0000001.jpg,52,car,4,846.0,36.0,12.0,11.0,11.489125,tiny,0,0
0000006_00159_d_0000001.jpg,53,car,4,840.0,43.0,9.0,10.0,9.486833,tiny,0,0
0000006_00159_d_0000001.jpg,54,car,4,820.0,41.0,11.0,10.0,10.488088,tiny,0,0
0000006_00159_d_0000001.jpg,55,car,4,830.0,35.0,8.0,11.0,9.380832,tiny,0,0
0000006_00159_d_0000001.jpg,56,car,4,826.0,26.0,10.0,8.0,8.944272,tiny,0,0
0000006_00159_d_0000001.jpg,57,car,4,802.0,23.0,9.0,8.0,8.485281,tiny,0,0
0000006_00159_d_0000001.jpg,58,car,4,769.0,46.0,24.0,8.0,13.856406,tiny,0,0
0000006_00159_d_0000001.jpg,59,car,4,831.0,17.0,8.0,7.0,7.483315,tiny,0,0
0000006_00159_d_0000001.jpg,61,car,4,763.0,5.0,6.0,6.0,6.000000,tiny,0,0
0000006_00159_d_0000001.jpg,62,car,4,771.0,4.0,7.0,7.0,7.000000,tiny,0,0
0000006_00159_d_0000001.jpg,63,car,4,769.0,11.0,7.0,5.0,5.916080,tiny,0,0
0000006_00159_d_0000001.jpg,64,car,4,790.0,10.0,7.0,7.0,7.000000,tiny,0,0
0000006_00159_d_0000001.jpg,65,car,4,780.0,10.0,8.0,7.0,7.483315,tiny,0,0
0000006_00159_d_0000001.jpg,66,car,4,781.0,4.0,5.0,6.0,5.477226,tiny,0,0
0000006_00159_d_0000001.jpg,67,car,4,884.0,27.0,12.0,8.0,9.797959,tiny,0,0
0000006_00159_d_0000001.jpg,68,car,4,878.0,26.0,10.0,7.0,8.366600,tiny,0,1
0000006_00159_d_0000001.jpg,69,car,4,792.0,3.0,6.0,6.0,6.000000,tiny,0,0
0000006_00159_d_0000001.jpg,70,car,4,805.0,7.0,6.0,9.0,7.348469,tiny,0,0
0000006_00159_d_0000001.jpg,71,car,4,798.0,1.0,5.0,8.0,6.324555,tiny,0,0
0000006_00159_d_0000001.jpg,73,car,4,1193.0,137.0,47.0,17.0,28.266588,tiny,0,1
0000006_00159_d_0000001.jpg,74,truck,6,31.0,139.0,92.0,40.0,60.663004,small,0,2
0000006_00159_d_0000001.jpg,75,motorcycle,10,288.0,414.0,23.0,14.0,17.944358,tiny,0,2
0000006_00611_d_0000002.jpg,1,car,4,522.0,581.0,140.0,73.0,101.094016,regular,0,0
0000006_00611_d_0000002.jpg,2,car,4,735.0,310.0,39.0,51.0,44.598206,small,0,0
0000006_00611_d_0000002.jpg,3,car,4,748.0,376.0,55.0,57.0,55.991071,small,0,0
0000006_00611_d_0000002.jpg,4,car,4,703.0,375.0,53.0,66.0,59.143892,small,0,0
0000006_00611_d_0000002.jpg,5,car,4,651.0,392.0,49.0,50.0,49.497475,small,0,0
0000006_00611_d_0000002.jpg,6,car,4,601.0,386.0,47.0,58.0,52.211110,small,0,0
0000006_00611_d_0000002.jpg,7,car,4,479.0,399.0,115.0,52.0,77.330460,regular,0,0
0000006_00611_d_0000002.jpg,8,car,4,427.0,372.0,51.0,56.0,53.441557,small,0,0
0000006_00611_d_0000002.jpg,9,car,4,383.0,382.0,44.0,49.0,46.432747,small,0,0
0000006_00611_d_0000002.jpg,10,car,4,254.0,526.0,141.0,68.0,97.918333,regular,0,1
0000006_00611_d_0000002.jpg,11,car,4,287.0,558.0,150.0,73.0,104.642248,regular,0,1
0000006_00611_d_0000002.jpg,12,car,4,276.0,612.0,165.0,71.0,108.235854,regular,0,1
0000006_00611_d_0000002.jpg,13,car,4,276.0,667.0,153.0,72.0,104.957134,regular,0,1
0000006_00611_d_0000002.jpg,14,car,4,208.0,727.0,179.0,38.0,82.474238,regular,1,0
0000006_00611_d_0000002.jpg,15,car,4,648.0,328.0,84.0,49.0,64.156060,regular,0,1
0000006_00611_d_0000002.jpg,16,car,4,645.0,255.0,43.0,41.0,41.988094,small,0,1
0000006_00611_d_0000002.jpg,17,car,4,615.0,234.0,74.0,33.0,49.416596,small,0,1
0000006_00611_d_0000002.jpg,21,van,5,175.0,168.0,45.0,34.0,39.115214,small,0,1
0000006_00611_d_0000002.jpg,22,truck,6,75.0,140.0,119.0,99.0,108.540315,regular,0,1
0000006_00611_d_0000002.jpg,23,truck,6,30.0,128.0,130.0,104.0,116.275535,regular,0,2
0000006_00611_d_0000002.jpg,24,van,5,545.0,103.0,44.0,27.0,34.467376,small,0,2
0000006_00611_d_0000002.jpg,25,van,5,641.0,105.0,50.0,24.0,34.641016,small,0,1
0000006_00611_d_0000002.jpg,26,person,1,574.0,20.0,6.0,11.0,8.124038,tiny,0,0
0000006_00611_d_0000002.jpg,27,car,4,573.0,0.0,27.0,10.0,16.431677,tiny,0,0
0000006_00611_d_0000002.jpg,28,person,2,666.0,60.0,7.0,12.0,9.165151,tiny,0,2
0000006_00611_d_0000002.jpg,29,person,2,726.0,126.0,10.0,15.0,12.247449,tiny,0,1
0000006_00611_d_0000002.jpg,30,motorcycle,10,667.0,64.0,6.0,8.0,6.928203,tiny,0,2
0000006_00611_d_0000002.jpg,32,person,2,1185.0,537.0,26.0,41.0,32.649655,small,0,1
0000006_00611_d_0000002.jpg,33,motorcycle,10,1175.0,543.0,42.0,44.0,42.988371,small,0,1
0000006_00611_d_0000002.jpg,34,car,4,1088.0,262.0,52.0,37.0,43.863424,small,0,0
0000006_00611_d_0000002.jpg,35,car,4,985.0,181.0,40.0,23.0,30.331502,tiny,0,0
0000006_00611_d_0000002.jpg,36,car,4,957.0,128.0,42.0,18.0,27.495454,tiny,0,0
0000006_00611_d_0000002.jpg,37,car,4,952.0,99.0,44.0,19.0,28.913665,tiny,0,0
0000006_00611_d_0000002.jpg,38,car,4,980.0,92.0,35.0,19.0,25.787594,tiny,0,1
0000006_00611_d_0000002.jpg,40,person,2,940.0,151.0,10.0,12.0,10.954451,tiny,0,2
0000006_00611_d_0000002.jpg,41,person,2,767.0,177.0,11.0,17.0,13.674794,tiny,0,2
0000006_00611_d_0000002.jpg,42,person,2,882.0,119.0,9.0,16.0,12.000000,tiny,0,1
0000006_00611_d_0000002.jpg,43,truck,6,1129.0,111.0,112.0,48.0,73.321211,regular,0,1
0000006_00611_d_0000002.jpg,44,truck,6,1093.0,116.0,104.0,38.0,62.864935,small,0,2
0000006_00611_d_0000002.jpg,45,motorcycle,10,876.0,125.0,20.0,12.0,15.491933,tiny,0,1
0000006_00611_d_0000002.jpg,47,person,1,750.0,128.0,9.0,21.0,13.747727,tiny,0,0
0000006_00611_d_0000002.jpg,48,person,1,896.0,92.0,7.0,13.0,9.539392,tiny,0,0
0000006_00611_d_0000002.jpg,49,car,4,855.0,77.0,25.0,17.0,20.615528,tiny,0,0
0000006_00611_d_0000002.jpg,50,car,4,852.0,65.0,22.0,14.0,17.549929,tiny,0,0
0000006_00611_d_0000002.jpg,52,person,2,814.0,84.0,10.0,14.0,11.832160,tiny,0,2
0000006_00611_d_0000002.jpg,53,car,4,773.0,74.0,23.0,18.0,20.346990,tiny,0,1
0000006_00611_d_0000002.jpg,54,van,5,739.0,67.0,23.0,28.0,25.377155,tiny,0,1
0000006_00611_d_0000002.jpg,55,car,4,717.0,77.0,17.0,15.0,15.968719,tiny,0,1
0000006_00611_d_0000002.jpg,57,person,2,717.0,90.0,6.0,11.0,8.124038,tiny,0,2
0000006_00611_d_0000002.jpg,58,van,5,730.0,62.0,19.0,21.0,19.974984,tiny,0,2
0000006_00611_d_0000002.jpg,59,car,4,704.0,68.0,20.0,14.0,16.733201,tiny,0,1
0000006_00611_d_0000002.jpg,60,car,4,700.0,57.0,18.0,16.0,16.970563,tiny,0,1
0000006_00611_d_0000002.jpg,61,car,4,721.0,52.0,18.0,20.0,18.973666,tiny,0,1
0000006_00611_d_0000002.jpg,62,car,4,712.0,45.0,21.0,19.0,19.974984,tiny,0,1
0000006_00611_d_0000002.jpg,63,car,4,681.0,45.0,18.0,17.0,17.492856,tiny,0,0
0000006_00611_d_0000002.jpg,64,car,4,687.0,40.0,13.0,15.0,13.964240,tiny,0,2
0000006_00611_d_0000002.jpg,65,car,4,676.0,35.0,13.0,15.0,13.964240,tiny,0,1
0000006_00611_d_0000002.jpg,66,car,4,665.0,28.0,14.0,14.0,14.000000,tiny,0,0
0000006_00611_d_0000002.jpg,67,car,4,687.0,21.0,15.0,17.0,15.968719,tiny,0,0
0000006_00611_d_0000002.jpg,68,car,4,656.0,15.0,13.0,13.0,13.000000,tiny,0,1
0000006_00611_d_0000002.jpg,69,car,4,673.0,15.0,15.0,9.0,11.618950,tiny,0,1
0000006_00611_d_0000002.jpg,70,car,4,669.0,8.0,13.0,12.0,12.489996,tiny,0,1
0000006_00611_d_0000002.jpg,71,car,4,656.0,2.0,13.0,12.0,12.489996,tiny,0,0
0000006_00611_d_0000002.jpg,72,car,4,630.0,10.0,13.0,11.0,11.958261,tiny,0,0
0000006_00611_d_0000002.jpg,73,car,4,631.0,0.0,11.0,7.0,8.774964,tiny,1,0
0000006_01111_d_0000003.jpg,1,person,1,17.0,155.0,40.0,53.0,46.043458,small,1,0
0000006_01111_d_0000003.jpg,2,truck,6,333.0,9.0,223.0,104.0,152.289199,regular,1,0
0000006_01111_d_0000003.jpg,3,truck,6,124.0,105.0,294.0,143.0,205.041459,regular,1,1
0000006_01111_d_0000003.jpg,4,car,4,515.0,330.0,82.0,105.0,92.790086,regular,1,0
0000006_01111_d_0000003.jpg,5,car,4,575.0,322.0,94.0,124.0,107.962957,regular,1,0
0000006_01111_d_0000003.jpg,6,car,4,633.0,439.0,173.0,91.0,125.471112,regular,1,0
0000006_01111_d_0000003.jpg,7,car,4,815.0,424.0,96.0,128.0,110.851252,regular,1,0
0000006_01111_d_0000003.jpg,8,car,4,919.0,435.0,77.0,128.0,99.277389,regular,1,0
0000006_01111_d_0000003.jpg,9,car,4,1008.0,436.0,80.0,144.0,107.331263,regular,1,0
0000006_01111_d_0000003.jpg,10,car,4,1089.0,443.0,94.0,143.0,115.939639,regular,1,0
0000006_01111_d_0000003.jpg,11,car,4,1106.0,292.0,69.0,111.0,87.515713,regular,1,0
0000006_01111_d_0000003.jpg,12,car,4,961.0,307.0,122.0,101.0,111.004504,regular,1,0
0000006_01111_d_0000003.jpg,13,car,4,990.0,151.0,83.0,66.0,74.013512,regular,1,0
0000006_01111_d_0000003.jpg,14,car,4,965.0,97.0,122.0,57.0,83.390647,regular,1,0
0000006_01111_d_0000003.jpg,15,car,4,181.0,652.0,228.0,106.0,155.460606,regular,1,0
0000006_01111_d_0000003.jpg,17,motorcycle,10,1327.0,25.0,23.0,29.0,25.826343,tiny,0,1
0000006_01111_d_0000003.jpg,18,person,2,1337.0,16.0,12.0,32.0,19.595918,tiny,0,1
0000006_01275_d_0000004.jpg,1,person,1,842.0,127.0,19.0,49.0,30.512293,tiny,0,0
0000006_01275_d_0000004.jpg,2,car,4,545.0,59.0,89.0,41.0,60.406953,small,0,1
0000006_01275_d_0000004.jpg,3,car,4,497.0,78.0,106.0,42.0,66.723309,regular,0,0
0000006_01275_d_0000004.jpg,4,car,4,494.0,118.0,124.0,42.0,72.166474,regular,0,1
0000006_01275_d_0000004.jpg,5,car,4,502.0,140.0,129.0,59.0,87.241045,regular,0,1
0000006_01275_d_0000004.jpg,6,car,4,515.0,189.0,128.0,54.0,83.138439,regular,0,1
0000006_01275_d_0000004.jpg,7,car,4,526.0,224.0,130.0,57.0,86.081357,regular,0,1
0000006_01275_d_0000004.jpg,8,car,4,555.0,267.0,123.0,56.0,82.993976,regular,0,1
0000006_01275_d_0000004.jpg,9,car,4,561.0,310.0,119.0,64.0,87.269697,regular,0,0
0000006_01275_d_0000004.jpg,10,motorcycle,10,570.0,475.0,69.0,26.0,42.355637,small,0,0
0000006_01275_d_0000004.jpg,11,motorcycle,10,642.0,420.0,60.0,27.0,40.249224,small,0,0
0000006_01275_d_0000004.jpg,12,motorcycle,10,664.0,403.0,65.0,26.0,41.109610,small,0,1
0000006_01275_d_0000004.jpg,13,motorcycle,10,641.0,379.0,58.0,25.0,38.078866,small,0,1
0000006_01275_d_0000004.jpg,14,motorcycle,10,563.0,418.0,59.0,27.0,39.912404,small,0,0
0000006_01275_d_0000004.jpg,15,motorcycle,10,524.0,375.0,51.0,22.0,33.496268,small,0,0
0000006_01275_d_0000004.jpg,16,motorcycle,10,501.0,330.0,18.0,41.0,27.166155,tiny,0,0
0000006_01275_d_0000004.jpg,17,car,4,616.0,626.0,164.0,139.0,150.983443,regular,1,0
0000006_01275_d_0000004.jpg,18,car,4,1186.0,652.0,162.0,86.0,118.033893,regular,0,0
0000006_01275_d_0000004.jpg,19,van,5,1108.0,167.0,230.0,262.0,245.479123,regular,0,0
0000006_01275_d_0000004.jpg,20,truck,6,885.0,0.0,99.0,78.0,87.874911,regular,1,0
0000006_01275_d_0000004.jpg,21,car,4,560.0,707.0,89.0,58.0,71.847060,regular,1,0
0000006_01275_d_0000004.jpg,22,motorcycle,10,502.0,394.0,56.0,31.0,41.665333,small,0,1
0000006_01275_d_0000004.jpg,23,van,5,277.0,267.0,63.0,108.0,82.486363,regular,0,1
0000006_01275_d_0000004.jpg,24,car,4,1234.0,717.0,123.0,48.0,76.837491,regular,1,0
0000006_01659_d_0000004.jpg,1,car,4,442.0,722.0,165.0,43.0,84.231823,regular,1,0
0000006_01659_d_0000004.jpg,2,car,4,444.0,673.0,161.0,67.0,103.860483,regular,0,1
0000006_01659_d_0000004.jpg,3,car,4,452.0,609.0,155.0,75.0,107.819293,regular,0,1
0000006_01659_d_0000004.jpg,4,car,4,463.0,575.0,144.0,58.0,91.389277,regular,0,1
0000006_01659_d_0000004.jpg,5,car,4,491.0,524.0,123.0,56.0,82.993976,regular,0,1
0000006_01659_d_0000004.jpg,6,car,4,554.0,502.0,102.0,56.0,75.577775,regular,0,1
0000006_01659_d_0000004.jpg,7,truck,6,414.0,363.0,206.0,92.0,137.666263,regular,0,1
0000006_01659_d_0000004.jpg,8,truck,6,440.0,299.0,193.0,82.0,125.801431,regular,0,1
0000006_01659_d_0000004.jpg,9,truck,6,483.0,265.0,159.0,78.0,111.364267,regular,0,1
0000006_01659_d_0000004.jpg,10,truck,6,504.0,249.0,173.0,72.0,111.606451,regular,0,2
0000006_01659_d_0000004.jpg,11,truck,6,536.0,221.0,130.0,55.0,84.557673,regular,0,1
0000006_01659_d_0000004.jpg,12,truck,6,512.0,192.0,163.0,76.0,111.301393,regular,0,1
0000006_01659_d_0000004.jpg,13,truck,6,545.0,165.0,136.0,58.0,88.814413,regular,0,1
0000006_01659_d_0000004.jpg,14,truck,6,603.0,126.0,25.0,38.0,30.822070,tiny,0,1
0000006_01659_d_0000004.jpg,15,truck,6,686.0,121.0,31.0,56.0,41.665333,small,0,0
0000006_01659_d_0000004.jpg,16,truck,6,717.0,125.0,33.0,50.0,40.620192,small,0,1
0000006_01659_d_0000004.jpg,17,truck,6,747.0,125.0,32.0,49.0,39.597980,small,0,1
0000006_01659_d_0000004.jpg,18,truck,6,772.0,123.0,41.0,52.0,46.173586,small,0,1
0000006_01659_d_0000004.jpg,19,truck,6,800.0,124.0,40.0,52.0,45.607017,small,0,1
0000006_01659_d_0000004.jpg,20,truck,6,830.0,124.0,50.0,52.0,50.990195,small,0,1
0000006_01659_d_0000004.jpg,21,truck,6,857.0,127.0,50.0,51.0,50.497525,small,0,1
0000006_01659_d_0000004.jpg,22,truck,6,934.0,130.0,57.0,48.0,52.306787,small,0,0
0000006_01659_d_0000004.jpg,23,truck,6,967.0,128.0,54.0,51.0,52.478567,small,0,1
0000006_01659_d_0000004.jpg,27,car,4,1042.0,68.0,11.0,9.0,9.949874,tiny,0,1
0000006_01659_d_0000004.jpg,28,truck,6,1076.0,141.0,31.0,30.0,30.495901,tiny,0,0
0000006_01659_d_0000004.jpg,29,truck,6,1124.0,149.0,72.0,22.0,39.799497,small,0,2
0000006_01659_d_0000004.jpg,30,truck,6,1105.0,158.0,172.0,36.0,78.689262,regular,0,1
0000006_01659_d_0000004.jpg,31,truck,6,1128.0,172.0,214.0,44.0,97.036076,regular,0,1
0000006_01659_d_0000004.jpg,32,truck,6,1209.0,205.0,151.0,50.0,86.890736,regular,1,1
0000006_01659_d_0000004.jpg,33,truck,6,1250.0,224.0,110.0,51.0,74.899933,regular,1,2
0000006_01659_d_0000004.jpg,34,truck,6,1269.0,225.0,91.0,63.0,75.716577,regular,1,1
0000006_01659_d_0000004.jpg,35,truck,6,1309.0,254.0,51.0,59.0,54.854353,small,1,1
0000006_01659_d_0000004.jpg,36,car,4,1129.0,92.0,19.0,8.0,12.328828,tiny,0,2
0000006_01659_d_0000004.jpg,37,car,4,1135.0,96.0,19.0,11.0,14.456832,tiny,0,1
0000006_01659_d_0000004.jpg,38,truck,6,856.0,331.0,97.0,161.0,124.967996,regular,0,0
0000006_01659_d_0000004.jpg,39,truck,6,931.0,325.0,146.0,231.0,183.646399,regular,0,0
0000006_02138_d_0000006.jpg,1,car,4,385.0,709.0,241.0,56.0,116.172286,regular,1,0
0000006_02138_d_0000006.jpg,2,car,4,430.0,597.0,186.0,95.0,132.928552,regular,0,0
0000006_02138_d_0000006.jpg,3,car,4,528.0,556.0,148.0,85.0,112.160599,regular,0,1
0000006_02138_d_0000006.jpg,4,truck,6,911.0,273.0,168.0,238.0,199.959996,regular,0,0
0000006_02138_d_0000006.jpg,5,truck,6,1012.0,270.0,265.0,349.0,304.113466,regular,0,0
0000006_02138_d_0000006.jpg,6,truck,6,315.0,339.0,296.0,120.0,188.467504,regular,0,1
0000006_02138_d_0000006.jpg,7,truck,6,362.0,239.0,260.0,100.0,161.245155,regular,0,0
0000006_02138_d_0000006.jpg,8,truck,6,422.0,223.0,205.0,60.0,110.905365,regular,0,2
0000006_02138_d_0000006.jpg,9,truck,6,428.0,196.0,193.0,56.0,103.961531,regular,0,2
0000006_02138_d_0000006.jpg,10,truck,6,449.0,168.0,222.0,85.0,137.368119,regular,0,1
0000006_02138_d_0000006.jpg,11,truck,6,458.0,138.0,190.0,55.0,102.225242,regular,0,1
0000006_02138_d_0000006.jpg,12,truck,6,464.0,96.0,196.0,85.0,129.073622,regular,0,1
0000006_02138_d_0000006.jpg,13,truck,6,532.0,83.0,129.0,46.0,77.032461,regular,0,1
0000006_02138_d_0000006.jpg,14,truck,6,489.0,73.0,145.0,43.0,78.962016,regular,0,1
0000006_02138_d_0000006.jpg,15,truck,6,529.0,76.0,131.0,35.0,67.712628,regular,0,1
0000006_02138_d_0000006.jpg,16,truck,6,560.0,16.0,35.0,43.0,38.794329,small,0,1
0000006_02138_d_0000006.jpg,17,truck,6,655.0,10.0,41.0,65.0,51.623638,small,0,0
0000006_02138_d_0000006.jpg,18,truck,6,688.0,15.0,44.0,58.0,50.517324,small,0,1
0000006_02138_d_0000006.jpg,19,truck,6,755.0,12.0,49.0,61.0,54.671748,small,0,1
0000006_02138_d_0000006.jpg,20,truck,6,785.0,12.0,52.0,64.0,57.688820,small,0,1
0000006_02138_d_0000006.jpg,21,truck,6,818.0,15.0,66.0,57.0,61.335145,small,0,1
0000006_02138_d_0000006.jpg,22,truck,6,848.0,16.0,63.0,58.0,60.448325,small,0,1
0000006_02138_d_0000006.jpg,23,truck,6,974.0,17.0,70.0,58.0,63.718129,small,0,1
0000006_02138_d_0000006.jpg,24,truck,6,1093.0,24.0,44.0,38.0,40.890097,small,0,0
0000006_02138_d_0000006.jpg,25,truck,6,1159.0,34.0,74.0,31.0,47.895720,small,0,1
0000006_02138_d_0000006.jpg,26,truck,6,1141.0,42.0,200.0,46.0,95.916630,regular,0,1
0000006_02138_d_0000006.jpg,27,truck,6,1174.0,62.0,186.0,50.0,96.436508,regular,1,0
0000006_02138_d_0000006.jpg,28,truck,6,722.0,14.0,46.0,60.0,52.535702,small,0,1
0000006_02138_d_0000006.jpg,29,truck,6,938.0,17.0,71.0,56.0,63.055531,small,0,0
0000006_02616_d_0000007.jpg,1,truck,6,140.0,539.0,461.0,193.0,298.283422,regular,0,0
0000006_02616_d_0000007.jpg,2,truck,6,343.0,537.0,257.0,108.0,166.601321,regular,0,2
0000006_02616_d_0000007.jpg,3,truck,6,290.0,433.0,343.0,160.0,234.264807,regular,0,1
0000006_02616_d_0000007.jpg,4,truck,6,316.0,393.0,315.0,136.0,206.978260,regular,0,2
0000006_02616_d_0000007.jpg,5,truck,6,369.0,351.0,340.0,135.0,214.242853,regular,0,1
0000006_02616_d_0000007.jpg,6,truck,6,461.0,267.0,225.0,100.0,150.000000,regular,0,1
0000006_02616_d_0000007.jpg,7,truck,6,420.0,237.0,288.0,100.0,169.705627,regular,0,2
0000006_02616_d_0000007.jpg,8,truck,6,442.0,201.0,263.0,113.0,172.391995,regular,0,2
0000006_02616_d_0000007.jpg,9,truck,6,545.0,162.0,166.0,78.0,113.789279,regular,0,1
0000006_02616_d_0000007.jpg,10,truck,6,503.0,138.0,210.0,80.0,129.614814,regular,0,2
0000006_02616_d_0000007.jpg,11,truck,6,587.0,118.0,76.0,34.0,50.833060,small,0,1
0000006_02616_d_0000007.jpg,12,truck,6,603.0,59.0,39.0,60.0,48.373546,small,0,0
0000006_02616_d_0000007.jpg,13,truck,6,719.0,56.0,45.0,83.0,61.114646,small,0,0
0000006_02616_d_0000007.jpg,14,truck,6,763.0,62.0,50.0,79.0,62.849025,small,0,1
0000006_02616_d_0000007.jpg,15,truck,6,805.0,65.0,49.0,76.0,61.024585,small,0,1
0000006_02616_d_0000007.jpg,16,truck,6,840.0,59.0,63.0,84.0,72.746134,regular,0,1
0000006_02616_d_0000007.jpg,17,truck,6,881.0,61.0,62.0,83.0,71.735626,regular,0,2
0000006_02616_d_0000007.jpg,18,truck,6,918.0,65.0,83.0,77.0,79.943730,regular,0,1
0000006_02616_d_0000007.jpg,19,truck,6,956.0,64.0,85.0,79.0,81.945104,regular,0,2
0000006_02616_d_0000007.jpg,20,truck,6,1065.0,70.0,99.0,72.0,84.427484,regular,0,0
0000006_02616_d_0000007.jpg,21,truck,6,1109.0,72.0,97.0,72.0,83.570330,regular,0,2
0000006_02616_d_0000007.jpg,22,truck,6,1263.0,86.0,59.0,46.0,52.096065,small,0,0
0000006_03636_d_0000009.jpg,1,truck,6,1072.0,167.0,169.0,164.0,166.481230,regular,1,0
0000006_03636_d_0000009.jpg,2,truck,6,1252.0,185.0,108.0,181.0,139.814162,regular,1,0
0000006_03636_d_0000009.jpg,3,person,1,201.0,70.0,20.0,31.0,24.899799,tiny,1,0
0000006_03636_d_0000009.jpg,4,truck,6,851.0,145.0,94.0,83.0,88.328931,regular,1,0
